-0.001485136|0.0006054427|-0.001986969|0.9999968|0.000770233|0.001109988|0.004834366|0.9999874|0.001345136|0.0079021|0.001872936|0.9999661|0.006904987|0.001900565|0.0005437652|0.9999742|0.00487163|-0.001662447|0.005950192|0.999969
0.02667021|-0.01140257|-0.003800329|0.999572|-0.03447394|-0.02749738|0.01646033|0.9988916|-0.01002647|-0.02967362|0.01838697|0.9993401|-0.02709161|-0.06847987|0.01469237|0.9971763|-0.04906074|-0.1177147|0.018363|0.9916648
0.05860147|0.009969435|-0.008307378|0.9981972|0.1056963|-0.03046476|-0.01517175|0.993816|0.1910841|-0.01785369|-0.0146279|0.9813023|0.3625253|0.01332796|-0.006244157|0.9318577|0.3558283|-0.008461774|0.03749757|0.9337605
-0.0515798|-0.03523146|-0.009996418|0.9979972|-0.071899|-0.03535932|0.008335593|0.9967501|-0.10034|-0.03053862|-0.02817024|0.9940854|-0.1146386|-0.008878045|-0.06784376|0.9910482|-0.1080241|-0.01405789|-0.06257296|0.9920775
-0.02421702|-0.04420941|-0.00960031|0.9986825|-0.02437245|-0.04906687|0.004406835|0.9984883|-0.02484232|-0.0698379|0.0007280478|0.9972487|-0.02747142|-0.09718274|-0.002286546|0.9948848|-0.03259084|-0.1065881|0.005298596|0.9937549
0.1070725|-0.009335415|0.04314122|0.9932709|0.1807355|-0.01326084|0.05392914|0.9819626|0.1637449|0.01287607|0.0765286|0.9834455|0.1892912|0.00586821|0.08510081|0.9782087|0.1550484|-0.02045144|0.09485552|0.9831299
-0.030256|-0.03870013|-0.02332691|0.9985204|-0.02360328|-0.02210646|0.02617151|0.9991343|-0.08985917|-0.02333528|0.02698677|0.9953151|-0.1958673|-0.005188878|0.05426763|0.9791138|-0.1903311|-0.05310001|0.07369658|0.9775086
-0.004811716|-0.08157999|-0.01810807|0.9964908|-0.004507545|-0.1280339|-0.03740122|0.9910541|-0.01169697|-0.1583769|-0.009942356|0.9872593|-0.01774846|-0.1871614|0.01373359|0.9820728|-0.04860125|-0.2391447|0.005782901|0.9697496
0.08581118|-0.07115071|-0.06553926|0.9916041|0.1769662|-0.06952733|-0.08228784|0.9783036|0.2361472|-0.02776249|-0.08927357|0.9672095|0.2829014|0.03105118|-0.07719131|0.9555336|0.2813497|0.03855051|-0.007864794|0.9587983
0.0276125|-0.0405839|-0.02436485|0.9984973|-0.07360366|-0.09297539|-0.01873091|0.9927675|-0.1501829|-0.03817816|-0.04674955|0.9868141|-0.2390808|-0.03274934|-0.04638152|0.9693382|-0.2718362|-0.03801623|-0.09252593|0.9571306
-0.008557888|-0.07968225|-0.01429817|0.9966811|-0.1100765|-0.04326506|0.0412853|0.9921224|-0.1235298|-0.1281166|0.03607656|0.9833743|-0.1321153|-0.1179481|0.04585512|0.9831231|-0.172614|-0.1809483|0.06283333|0.9661853
0.2804038|-0.01976335|0.08690982|0.9557352|0.2992714|-0.01079371|0.07729457|0.9509708|0.3080095|0.07701869|0.04842309|0.9470234|0.2441414|0.06970875|0.08090836|0.963841|0.2192019|0.05276087|0.02921423|0.9738139
-0.1052799|-0.0764164|-0.004968795|0.9914897|-0.1556547|0.04603667|0.09319495|0.9823273|-0.178904|-0.06681028|0.05467795|0.9800715|-0.247454|-0.04459519|0.06032359|0.965991|-0.2387398|-0.008693229|0.02443908|0.970737
-0.007931634|-0.1034059|0.008473545|0.9945715|-0.01412761|-0.1174579|0.05828314|0.9912654|-0.002435438|-0.1696077|0.0546055|0.9839947|-0.01315311|-0.139862|0.04275359|0.9891602|0.01971208|-0.1660577|0.04747076|0.9847756
0.1617826|0.0817253|-0.1105619|0.9772018|0.2312973|-0.01120753|-0.04075707|0.9719645|0.2656817|-0.0280057|-0.02989767|0.96319|0.1876272|0.08922695|-0.07479913|0.9753151|0.09617066|0.07683234|-0.09598088|0.9877427

